Product ID,Product Name,Category,Stock Quantity,Supplier,Discount,Rating,Reviews,SKU,Warehouse,Return Policy,Brand,Supplier Contact,Placeholder,Price
94,Product C,Home,98,Supplier X,19.42039169359759,4.877076977394105,76,SKU002,Warehouse B,7 Days,Brand X,9729387812,17,854.9308976705275
95,Product A,Home,34,Supplier Z,47.99924541188376,4.822798235675488,10,SKU003,Warehouse B,15 Days,Brand Y,9428016790,88,739.9992423103646
96,Product A,Electronics,99,Supplier X,38.40449526095701,2.649717960051035,83,SKU002,Warehouse A,30 Days,Brand Y,9159600288,5,883.3836798547206
97,Product A,Home,17,Supplier Y,10.40436074250551,4.282489017132614,22,SKU002,Warehouse C,15 Days,Brand Y,9369823856,29,439.5491680006247
98,Product C,Electronics,28,Supplier Z,19.209457602699,3.173071366393661,44,SKU001,Warehouse C,30 Days,Brand X,9544519399,94,750.1211568184481
99,Product A,Clothing,14,Supplier X,27.20061456815549,3.047023550228698,26,SKU002,Warehouse C,15 Days,Brand Y,9941303701,33,999.7540477947539
100,Product A,Clothing,34,Supplier Z,30.64929310318442,1.219856245514607,78,SKU002,Warehouse B,15 Days,Brand X,9682594239,82,727.681885544423
101,Product C,Clothing,75,Supplier Z,23.40919480143835,3.295898841873241,93,SKU001,Warehouse C,30 Days,Brand Y,9205887975,57,123.0419424347608
102,Product C,Home,57,Supplier Y,40.50633175059796,4.602311722252658,55,SKU001,Warehouse C,7 Days,Brand Y,9068155774,27,523.1355352048912
103,Product C,Electronics,77,Supplier Y,38.38030097291158,4.120535396780369,58,SKU003,Warehouse A,7 Days,Brand Z,9086285245,71,591.4743133305976
104,Product A,Clothing,97,Supplier Y,25.25789593140833,4.145268578797048,79,SKU001,Warehouse A,15 Days,Brand X,9737502581,74,182.4685683206771
105,Product C,Electronics,55,Supplier Y,42.72146933908652,1.639716154305357,39,SKU002,Warehouse C,15 Days,Brand Y,9370610101,52,963.2627178362573
106,Product C,Clothing,66,Supplier Z,37.55447652211929,2.433797788534255,17,SKU001,Warehouse B,15 Days,Brand X,9368452281,15,183.8239798582701
107,Product A,Home,98,Supplier Z,38.92909243603216,1.932819666600943,50,SKU001,Warehouse C,7 Days,Brand Z,9435291886,25,185.7823405160905
108,Product C,Home,93,Supplier X,47.82003897167083,2.263661129822544,60,SKU003,Warehouse A,30 Days,Brand X,9885544182,64,916.0154665948094
109,Product A,Electronics,37,Supplier X,13.32334706046013,3.318157373974902,22,SKU001,Warehouse A,7 Days,Brand X,9389164171,56,470.5533787904544
110,Product B,Home,68,Supplier X,13.38240811834246,2.459135253480992,35,SKU002,Warehouse A,15 Days,Brand X,9027490927,30,72.55639648177103
111,Product C,Home,76,Supplier Y,44.44761278453201,3.242791269857064,37,SKU002,Warehouse C,7 Days,Brand X,9576163217,26,602.2056249391433
112,Product B,Electronics,26,Supplier Z,38.61131866928397,2.754004993098308,71,SKU002,Warehouse B,7 Days,Brand X,9498503647,48,605.8080851467174
113,Product A,Clothing,61,Supplier Z,46.32727707178137,2.146462233798911,55,SKU001,Warehouse C,7 Days,Brand X,9170093250,8,73.85575109969618
114,Product C,Home,92,Supplier X,3.156508016222653,1.381613736820634,38,SKU001,Warehouse A,30 Days,Brand X,9275046331,25,972.7972706773254
115,Product A,Electronics,67,Supplier X,31.38785386307983,4.56735382937913,92,SKU002,Warehouse A,15 Days,Brand Y,9786372732,5,548.5896656416298
116,Product B,Home,84,Supplier Z,7.231416906172372,1.045493464018595,75,SKU001,Warehouse A,7 Days,Brand Y,9139440483,6,564.1977649579666
117,Product A,Home,74,Supplier Y,25.19485991462913,1.006609952567885,81,SKU003,Warehouse A,7 Days,Brand X,9381186286,12,524.9142603573706
118,Product C,Home,52,Supplier X,7.787346592672212,4.307190959054184,82,SKU003,Warehouse C,15 Days,Brand X,9729672685,48,614.6244618481738
119,Product C,Home,18,Supplier X,6.403925449243964,4.98724376130316,99,SKU003,Warehouse C,7 Days,Brand Y,9812321400,9,271.6567552460174
120,Product B,Electronics,53,Supplier Z,0.6084172691016576,3.908411310854625,96,SKU003,Warehouse B,7 Days,Brand Z,9913922648,42,294.3689344950924
121,Product A,Electronics,63,Supplier Z,31.51194061914522,1.061095352251539,68,SKU002,Warehouse A,7 Days,Brand Y,9037745663,48,516.2256988981715
122,Product C,Electronics,53,Supplier X,17.9511308345043,1.906760906674053,27,SKU001,Warehouse C,7 Days,Brand Z,9286002707,94,808.6189962159438
123,Product B,Home,27,Supplier X,5.259414243948584,4.887290801047845,89,SKU003,Warehouse C,15 Days,Brand X,9724716816,17,59.36593072923707
124,Product C,Home,31,Supplier Y,16.14188888656549,4.234417008695339,20,SKU002,Warehouse A,7 Days,Brand X,9806565040,10,607.3701700980436
125,Product C,Home,91,Supplier Y,8.447204572579247,3.267199375218844,61,SKU003,Warehouse C,30 Days,Brand Y,9325674389,9,808.7103610812509
126,Product A,Electronics,1,Supplier Y,47.08474157508297,1.947442837761436,22,SKU001,Warehouse A,7 Days,Brand Y,9956950641,27,165.3480993168549
127,Product C,Home,6,Supplier Y,16.00024428806741,1.057480823706996,20,SKU003,Warehouse B,30 Days,Brand Y,9196637600,84,24.87231656076063
128,Product A,Clothing,11,Supplier X,16.6976761644695,1.083445890549636,74,SKU003,Warehouse A,15 Days,Brand X,9346363673,52,319.5861621900435
129,Product C,Home,34,Supplier X,41.99290016997928,3.447923454120907,15,SKU003,Warehouse A,7 Days,Brand Y,9783589402,53,592.2622696623022
130,Product B,Clothing,84,Supplier X,32.38778806430021,1.087327505409692,61,SKU003,Warehouse C,30 Days,Brand Y,9774655675,24,146.9003416707002
131,Product C,Home,63,Supplier Y,35.50858037015006,4.974520567701491,96,SKU001,Warehouse B,30 Days,Brand Z,9823256481,5,431.8611472627607
132,Product A,Electronics,53,Supplier X,31.80009019944803,1.733535333974952,90,SKU002,Warehouse B,7 Days,Brand X,9515676758,10,556.7982824005352
133,Product A,Home,85,Supplier Z,47.30981419742827,3.842829447477109,64,SKU003,Warehouse C,7 Days,Brand X,9339523021,32,602.894263809744
134,Product B,Clothing,85,Supplier Y,10.35004157790226,1.620238885649654,79,SKU002,Warehouse B,15 Days,Brand X,9328394931,68,281.6676037903714
135,Product C,Clothing,18,Supplier Z,49.45196208778979,3.160373684390858,4,SKU001,Warehouse B,15 Days,Brand Y,9448504374,97,406.0293396264285
136,Product C,Home,21,Supplier Y,41.54780887782566,1.32244515386487,45,SKU001,Warehouse A,7 Days,Brand X,9223322358,95,780.5558367768831
137,Product B,Clothing,19,Supplier X,29.44862944381711,4.067113698132973,63,SKU003,Warehouse C,15 Days,Brand Y,9003999219,45,941.8025471794787
138,Product C,Clothing,4,Supplier Y,33.11858121981245,3.339684378899319,81,SKU002,Warehouse B,15 Days,Brand Z,9502925628,87,863.2615278070747
139,Product C,Electronics,77,Supplier Z,32.44129382503071,1.34466677360566,40,SKU003,Warehouse B,15 Days,Brand X,9254074289,76,568.6406667160976
140,Product A,Home,82,Supplier Y,2.919811202957695,4.394344756800022,97,SKU001,Warehouse B,15 Days,Brand Z,9206935272,54,416.1898749145071
141,Product C,Home,29,Supplier Z,10.90082492659693,3.188074459106808,43,SKU003,Warehouse A,7 Days,Brand Z,9833950654,69,339.6270482277041
142,Product C,Home,25,Supplier X,48.07354422623746,4.686369240053272,88,SKU003,Warehouse A,7 Days,Brand X,9713916351,97,133.7070004231779
143,Product B,Clothing,56,Supplier Z,26.71822144296896,4.666493494712451,97,SKU002,Warehouse C,30 Days,Brand X,9934796045,50,115.4857347439519
144,Product B,Home,77,Supplier X,18.9176801630956,4.68203115794633,14,SKU001,Warehouse C,15 Days,Brand Y,9928583549,24,691.4740486645211
145,Product A,Home,63,Supplier Z,38.10192316945375,1.311140800801872,67,SKU003,Warehouse A,7 Days,Brand Z,9077270636,22,267.1964720094488
146,Product C,Electronics,27,Supplier X,26.22594713279048,1.483831047018094,50,SKU003,Warehouse C,30 Days,Brand Z,9920163289,49,262.1150695681223
147,Product C,Electronics,60,Supplier Z,0.6581385715948795,4.950823238864792,53,SKU003,Warehouse C,15 Days,Brand Y,9872417005,45,998.2131039330078
148,Product C,Electronics,83,Supplier X,36.8118798357559,2.950403285594824,67,SKU002,Warehouse C,30 Days,Brand X,9165596025,76,196.0466982950574
149,Product A,Clothing,49,Supplier X,36.61087800264306,1.952856211316591,88,SKU001,Warehouse A,15 Days,Brand Z,9265932594,91,156.5791618939413
150,Product A,Home,65,Supplier X,8.25743560549872,4.078657953994632,76,SKU003,Warehouse A,7 Days,Brand Y,9655163034,43,107.6983754823214
151,Product B,Electronics,38,Supplier Z,47.83300442121067,2.057140884849928,41,SKU003,Warehouse B,30 Days,Brand Z,9964943015,12,584.0072917151282
152,Product A,Electronics,83,Supplier Z,11.19540657705572,3.908862752074569,45,SKU003,Warehouse B,7 Days,Brand Z,9102466627,70,631.5851877420804
153,Product C,Electronics,52,Supplier X,22.88746836910996,4.349143111399044,24,SKU001,Warehouse B,15 Days,Brand Y,9145514423,47,371.5756469943131
154,Product C,Home,1,Supplier Y,5.736798063045734,4.137053509181122,66,SKU002,Warehouse B,15 Days,Brand Z,9568989658,16,540.0592021563531
155,Product A,Home,40,Supplier X,30.16411597252942,2.096191232791742,34,SKU002,Warehouse C,15 Days,Brand Y,9934601450,72,790.5155356354634
156,Product C,Home,81,Supplier Y,18.77255600286063,2.606474296316948,72,SKU003,Warehouse C,30 Days,Brand Y,9743581222,13,819.9231266385309
157,Product C,Clothing,21,Supplier X,17.65867311048527,2.653004012933105,77,SKU003,Warehouse A,30 Days,Brand Z,9915617422,29,958.3329549584918
158,Product A,Clothing,86,Supplier Z,41.34884386104736,2.965091672417887,21,SKU002,Warehouse C,30 Days,Brand Z,9750621016,29,826.0253060636458
159,Product A,Electronics,15,Supplier Y,0.4780856425239122,1.669491406160544,8,SKU002,Warehouse C,7 Days,Brand X,9186699281,32,569.1930223502524
160,Product C,Home,50,Supplier Z,39.89733854462113,2.80988020165737,23,SKU002,Warehouse C,30 Days,Brand X,9692742195,53,187.8603961784775
161,Product C,Electronics,48,Supplier Y,28.57242828740393,3.043131962061919,22,SKU003,Warehouse B,15 Days,Brand Z,9172527036,56,108.765922125814
162,Product C,Home,32,Supplier Y,49.30492567400995,3.12683598632421,60,SKU003,Warehouse A,7 Days,Brand X,9953560797,88,63.96677101175061
163,Product B,Home,49,Supplier Y,29.47216103021245,4.279601719937833,36,SKU002,Warehouse B,15 Days,Brand X,9107793188,30,669.8605734675299
164,Product B,Home,68,Supplier Y,2.768956707397896,3.069337993917981,44,SKU002,Warehouse C,15 Days,Brand Y,9793592399,22,809.4608928440132
165,Product B,Clothing,45,Supplier Z,2.532266322186316,1.923135690054701,14,SKU001,Warehouse C,30 Days,Brand Z,9682017931,51,513.5971111772383
166,Product A,Clothing,32,Supplier Y,44.1576493185916,3.652514952976749,56,SKU003,Warehouse A,30 Days,Brand X,9986328784,90,64.16703308530353
167,Product B,Home,4,Supplier X,42.06070727555266,4.189256576346501,99,SKU001,Warehouse B,30 Days,Brand X,9600334744,96,540.1158688454248
168,Product A,Electronics,65,Supplier X,17.29450377910116,2.277486665753047,13,SKU002,Warehouse C,15 Days,Brand X,9607062350,53,936.3917689093049
169,Product A,Home,97,Supplier Y,30.90162420905686,3.581223716070421,51,SKU003,Warehouse A,7 Days,Brand Z,9977622296,46,601.6370590231359
170,Product B,Home,71,Supplier Z,24.47956785278001,1.587751983784051,83,SKU003,Warehouse C,30 Days,Brand Y,9250945940,48,811.3332135781867
171,Product B,Electronics,73,Supplier Z,48.35820275680261,2.367705218312256,35,SKU001,Warehouse C,30 Days,Brand Z,9231340153,83,802.151121907833
172,Product B,Home,65,Supplier Y,47.49804504384458,4.636895718198536,26,SKU001,Warehouse A,7 Days,Brand Y,9079664850,55,932.8078087828463
173,Product C,Electronics,80,Supplier Z,49.19195042703873,4.645232652650283,16,SKU001,Warehouse A,15 Days,Brand X,9630806359,91,772.5264779933746
174,Product B,Clothing,18,Supplier Z,43.32243903171321,3.301298314972255,89,SKU001,Warehouse C,15 Days,Brand Z,9129716870,7,750.2235088729586
175,Product C,Clothing,54,Supplier Z,45.47757953875507,3.809405843460427,40,SKU003,Warehouse A,7 Days,Brand Y,9909639668,21,241.7616383209342
176,Product A,Electronics,47,Supplier Y,10.86393893835682,4.416061660823766,3,SKU002,Warehouse C,30 Days,Brand X,9416662987,61,69.32590376787064
177,Product C,Clothing,6,Supplier X,41.55033944948872,4.834212741250507,2,SKU002,Warehouse B,7 Days,Brand X,9011598512,53,522.4234704032697
178,Product B,Clothing,66,Supplier X,35.44285566021374,2.959545761159078,18,SKU002,Warehouse C,30 Days,Brand Z,9241620006,34,133.1898658672876
179,Product A,Electronics,9,Supplier X,48.13932544140351,3.246302946504137,40,SKU001,Warehouse A,7 Days,Brand Y,9289286218,94,962.5739175152114
180,Product A,Clothing,68,Supplier X,28.56309142213097,2.662566266591321,39,SKU002,Warehouse B,15 Days,Brand X,9465134432,87,297.0255150066983
181,Product A,Home,23,Supplier X,4.258358335527817,1.287927748225715,57,SKU001,Warehouse A,15 Days,Brand X,9395118128,14,854.4147613504501
182,Product C,Home,43,Supplier Z,29.86994455935765,2.691213889795274,38,SKU001,Warehouse C,15 Days,Brand X,9816292056,94,393.7483789504348
183,Product B,Electronics,51,Supplier Z,34.32904640106439,4.162509357532309,6,SKU002,Warehouse A,15 Days,Brand Y,9879566069,4,329.9623073588037
184,Product A,Clothing,72,Supplier Z,11.01605143562142,4.219541991966114,35,SKU002,Warehouse C,7 Days,Brand Y,9433341158,85,935.8069866528549
185,Product A,Home,25,Supplier Y,19.70566917563642,4.569508458373199,82,SKU002,Warehouse A,7 Days,Brand X,9145723809,16,369.6893463653618
186,Product A,Home,80,Supplier Z,29.925170702584,1.205866820703876,75,SKU003,Warehouse A,30 Days,Brand Y,9047591166,91,396.3850295765051
